sample_id,domain,split,split_protocol,family,cv_group,layout,condition,generator_seed,raw_image,image,ground_truth,instance_mask,legacy_reference,prompt,metadata,width_px,height_px,image_sha256,ground_truth_sha256,asset_ids,asset_sha256s,annotation_status,notes
idv2_train_G2_L2_C5,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G2,L2,C5,42038,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G2_L2_C5_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G2_L2_C5_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G2_L2_C5_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G2_L2_C5_meta.json,2100,2970,4c27c4faf4724cbaa05f03cdf617652389ea5b6b6b1ac4d4d85180275f935308,36de5b122cee6d498d90254c7751bf730f91ac792d7e834255fbda4612f93f86,A16;A16;A25;A23;A01;A23;A01;A25,9e977a8f2aff032dd5ba19d88838c6194234bfb2965c0b48888b70ef7f7d8db0;9e977a8f2aff032dd5ba19d88838c6194234bfb2965c0b48888b70ef7f7d8db0;9796f388d6531bfe7456864d60fae7e41925788edbe9aa5f3903b4f7c622b30b;c1237c894c4133fd7684d21bb55621a3e56d88e2196ede2a3d3ea994a5d6eb6c;7c514c0eae1bbcc85db641e40cdceeaf8326c522626d6e7a722ea6c0062c1721;c1237c894c4133fd7684d21bb55621a3e56d88e2196ede2a3d3ea994a5d6eb6c;7c514c0eae1bbcc85db641e40cdceeaf8326c522626d6e7a722ea6c0062c1721;9796f388d6531bfe7456864d60fae7e41925788edbe9aa5f3903b4f7c622b30b,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G2_L1_C6,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G2,L1,C6,42039,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G2_L1_C6_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G2_L1_C6_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G2_L1_C6_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G2_L1_C6_meta.json,2100,2970,acf5d5880ce9f559deaf82d7ef83528c3250ea10d21954158ca08b9746152528,7ae5efddd68617475f1db7c7ac10c4388fd887aa52850bf1bdf7d64f66b7f15d,A25;A25;A01;A16;A16;A23;A01;A23,9796f388d6531bfe7456864d60fae7e41925788edbe9aa5f3903b4f7c622b30b;9796f388d6531bfe7456864d60fae7e41925788edbe9aa5f3903b4f7c622b30b;7c514c0eae1bbcc85db641e40cdceeaf8326c522626d6e7a722ea6c0062c1721;9e977a8f2aff032dd5ba19d88838c6194234bfb2965c0b48888b70ef7f7d8db0;9e977a8f2aff032dd5ba19d88838c6194234bfb2965c0b48888b70ef7f7d8db0;c1237c894c4133fd7684d21bb55621a3e56d88e2196ede2a3d3ea994a5d6eb6c;7c514c0eae1bbcc85db641e40cdceeaf8326c522626d6e7a722ea6c0062c1721;c1237c894c4133fd7684d21bb55621a3e56d88e2196ede2a3d3ea994a5d6eb6c,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G3_L1_C1,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G3,L1,C1,42040,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G3_L1_C1_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G3_L1_C1_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G3_L1_C1_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G3_L1_C1_meta.json,2100,2970,c5f4123a034a2777d1d1f8a643c1be2bc7448943b5ebb0662e273f811ae7b188,e6cc5062947595695b60cf9b9d9aebcf2a221d90d8dc7e028d31b7f6a9263bf3,A19;A05;A30;A30;A05;A19;A12;A12,4a5226fa725d7abd6c3da83ab59ab19a15305c8ca0001060680c2b04e4b56f78;231a1b127933fba146f752042abfbc403324683ff638e06134e97205ebb433c9;3f672c818361e29fa15b9bbf658ca6375579d346c1903690b12ead1e63bc4913;3f672c818361e29fa15b9bbf658ca6375579d346c1903690b12ead1e63bc4913;231a1b127933fba146f752042abfbc403324683ff638e06134e97205ebb433c9;4a5226fa725d7abd6c3da83ab59ab19a15305c8ca0001060680c2b04e4b56f78;de3290ed83c0fc5bdba0d9d32a3c18f4fc7cf087b610221fbc8b12ee027ca04a;de3290ed83c0fc5bdba0d9d32a3c18f4fc7cf087b610221fbc8b12ee027ca04a,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G3_L2_C2,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G3,L2,C2,42041,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G3_L2_C2_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G3_L2_C2_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G3_L2_C2_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G3_L2_C2_meta.json,2100,2970,9fd1954f70f7b712f1d89240c47b69b683f1e7e17a5bdf366ad1c6cd5990b4ec,e3f36e35100eb1807b910a2b8d0718fb804ef55ccc7ddc7b465f83a55e5d5c3c,A05;A30;A12;A30;A19;A05;A12;A19,231a1b127933fba146f752042abfbc403324683ff638e06134e97205ebb433c9;3f672c818361e29fa15b9bbf658ca6375579d346c1903690b12ead1e63bc4913;de3290ed83c0fc5bdba0d9d32a3c18f4fc7cf087b610221fbc8b12ee027ca04a;3f672c818361e29fa15b9bbf658ca6375579d346c1903690b12ead1e63bc4913;4a5226fa725d7abd6c3da83ab59ab19a15305c8ca0001060680c2b04e4b56f78;231a1b127933fba146f752042abfbc403324683ff638e06134e97205ebb433c9;de3290ed83c0fc5bdba0d9d32a3c18f4fc7cf087b610221fbc8b12ee027ca04a;4a5226fa725d7abd6c3da83ab59ab19a15305c8ca0001060680c2b04e4b56f78,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G3_L1_C3,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G3,L1,C3,42042,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G3_L1_C3_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G3_L1_C3_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G3_L1_C3_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G3_L1_C3_meta.json,2100,2970,0619ebbd2c273dde02c65aeef487480da3e486a482b3a19605cb5fe084ff490e,a1422bc497836822822bc95d7708517618673632b6024298b8fb7a3035a4848a,A12;A19;A12;A19;A05;A05;A30;A30,de3290ed83c0fc5bdba0d9d32a3c18f4fc7cf087b610221fbc8b12ee027ca04a;4a5226fa725d7abd6c3da83ab59ab19a15305c8ca0001060680c2b04e4b56f78;de3290ed83c0fc5bdba0d9d32a3c18f4fc7cf087b610221fbc8b12ee027ca04a;4a5226fa725d7abd6c3da83ab59ab19a15305c8ca0001060680c2b04e4b56f78;231a1b127933fba146f752042abfbc403324683ff638e06134e97205ebb433c9;231a1b127933fba146f752042abfbc403324683ff638e06134e97205ebb433c9;3f672c818361e29fa15b9bbf658ca6375579d346c1903690b12ead1e63bc4913;3f672c818361e29fa15b9bbf658ca6375579d346c1903690b12ead1e63bc4913,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G3_L2_C4,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G3,L2,C4,42043,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G3_L2_C4_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G3_L2_C4_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G3_L2_C4_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G3_L2_C4_meta.json,2100,2970,eaf3d3dcd1814e40de5c27ca527fc89413bc6b9ffa76411f32a89e591b70a883,872ffc87e3a8ac3bac3cbdd292fe2c85b0fd46b582865596faa14228082e1edd,A12;A05;A19;A19;A30;A30;A05;A12,de3290ed83c0fc5bdba0d9d32a3c18f4fc7cf087b610221fbc8b12ee027ca04a;231a1b127933fba146f752042abfbc403324683ff638e06134e97205ebb433c9;4a5226fa725d7abd6c3da83ab59ab19a15305c8ca0001060680c2b04e4b56f78;4a5226fa725d7abd6c3da83ab59ab19a15305c8ca0001060680c2b04e4b56f78;3f672c818361e29fa15b9bbf658ca6375579d346c1903690b12ead1e63bc4913;3f672c818361e29fa15b9bbf658ca6375579d346c1903690b12ead1e63bc4913;231a1b127933fba146f752042abfbc403324683ff638e06134e97205ebb433c9;de3290ed83c0fc5bdba0d9d32a3c18f4fc7cf087b610221fbc8b12ee027ca04a,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G3_L1_C5,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G3,L1,C5,42044,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G3_L1_C5_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G3_L1_C5_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G3_L1_C5_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G3_L1_C5_meta.json,2100,2970,4bf110d095fa2a83578093f687443518002301394ce6bc91453ccd1ef9dfbf53,6dc88874eb19339bbd7d4a90102b2db38488621e34267241c7c35a278870ad49,A12;A30;A05;A05;A12;A30;A19;A19,de3290ed83c0fc5bdba0d9d32a3c18f4fc7cf087b610221fbc8b12ee027ca04a;3f672c818361e29fa15b9bbf658ca6375579d346c1903690b12ead1e63bc4913;231a1b127933fba146f752042abfbc403324683ff638e06134e97205ebb433c9;231a1b127933fba146f752042abfbc403324683ff638e06134e97205ebb433c9;de3290ed83c0fc5bdba0d9d32a3c18f4fc7cf087b610221fbc8b12ee027ca04a;3f672c818361e29fa15b9bbf658ca6375579d346c1903690b12ead1e63bc4913;4a5226fa725d7abd6c3da83ab59ab19a15305c8ca0001060680c2b04e4b56f78;4a5226fa725d7abd6c3da83ab59ab19a15305c8ca0001060680c2b04e4b56f78,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G3_L2_C6,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G3,L2,C6,42045,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G3_L2_C6_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G3_L2_C6_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G3_L2_C6_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G3_L2_C6_meta.json,2100,2970,fd77397c6414caa6a3bc289201b3182bc9b1877800672616c1081ee5c03e169f,fabccd3685e3c291ec679eda8a6c1e59d60112805f5275d2584d342ddd9c9f7c,A30;A19;A05;A12;A30;A19;A12;A05,3f672c818361e29fa15b9bbf658ca6375579d346c1903690b12ead1e63bc4913;4a5226fa725d7abd6c3da83ab59ab19a15305c8ca0001060680c2b04e4b56f78;231a1b127933fba146f752042abfbc403324683ff638e06134e97205ebb433c9;de3290ed83c0fc5bdba0d9d32a3c18f4fc7cf087b610221fbc8b12ee027ca04a;3f672c818361e29fa15b9bbf658ca6375579d346c1903690b12ead1e63bc4913;4a5226fa725d7abd6c3da83ab59ab19a15305c8ca0001060680c2b04e4b56f78;de3290ed83c0fc5bdba0d9d32a3c18f4fc7cf087b610221fbc8b12ee027ca04a;231a1b127933fba146f752042abfbc403324683ff638e06134e97205ebb433c9,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G4_L2_C1,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G4,L2,C1,42046,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G4_L2_C1_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G4_L2_C1_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G4_L2_C1_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G4_L2_C1_meta.json,2100,2970,603e25d5c1eaaf2dcd1253eb5cb7eacabff9cc52e8f07c520f18986b92aa92e7,1d745ad299201b6d3abc1dc840141b608455c4d4c4eb384f779d94ba90592d16,A32;A04;A21;A04;A13;A21;A32;A13,d470f84274efd217a6b1b6a49f5bcdd57b714eb579e0af87157c1ad2db9a9276;2e2a02fc76d2a645f5dc4083ce48b86853f77dab75b6c9a6b78a58debf9983db;665ccd059102e0b58b63fe2b9e97abb574dbbc1ff00426e2c4c54a5a9d10f3cc;2e2a02fc76d2a645f5dc4083ce48b86853f77dab75b6c9a6b78a58debf9983db;7ed74be8eff2202f8bc18a28c18dfd8d317acd2b15f4f1970d845ccb939325ce;665ccd059102e0b58b63fe2b9e97abb574dbbc1ff00426e2c4c54a5a9d10f3cc;d470f84274efd217a6b1b6a49f5bcdd57b714eb579e0af87157c1ad2db9a9276;7ed74be8eff2202f8bc18a28c18dfd8d317acd2b15f4f1970d845ccb939325ce,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G4_L1_C2,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G4,L1,C2,42047,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G4_L1_C2_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G4_L1_C2_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G4_L1_C2_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G4_L1_C2_meta.json,2100,2970,dfa97c29447f9cf399d426a17836313ca286d6a472cd4f36b14279dd984cce93,3ecafea6fc83454bef4169e9e6efe79734843fa269dd4d6a4c68336a22695731,A32;A21;A04;A21;A32;A13;A04;A13,d470f84274efd217a6b1b6a49f5bcdd57b714eb579e0af87157c1ad2db9a9276;665ccd059102e0b58b63fe2b9e97abb574dbbc1ff00426e2c4c54a5a9d10f3cc;2e2a02fc76d2a645f5dc4083ce48b86853f77dab75b6c9a6b78a58debf9983db;665ccd059102e0b58b63fe2b9e97abb574dbbc1ff00426e2c4c54a5a9d10f3cc;d470f84274efd217a6b1b6a49f5bcdd57b714eb579e0af87157c1ad2db9a9276;7ed74be8eff2202f8bc18a28c18dfd8d317acd2b15f4f1970d845ccb939325ce;2e2a02fc76d2a645f5dc4083ce48b86853f77dab75b6c9a6b78a58debf9983db;7ed74be8eff2202f8bc18a28c18dfd8d317acd2b15f4f1970d845ccb939325ce,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G4_L2_C3,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G4,L2,C3,42048,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G4_L2_C3_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G4_L2_C3_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G4_L2_C3_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G4_L2_C3_meta.json,2100,2970,9bc7ee5a76e665cbf38ac32dc50a926e8c7e27f008d42b6d243d85b879466713,dccc1db474f982ede69bf550cf3731a166ad72ab387d36712c11122f8d2f85c1,A32;A32;A04;A13;A21;A13;A21;A04,d470f84274efd217a6b1b6a49f5bcdd57b714eb579e0af87157c1ad2db9a9276;d470f84274efd217a6b1b6a49f5bcdd57b714eb579e0af87157c1ad2db9a9276;2e2a02fc76d2a645f5dc4083ce48b86853f77dab75b6c9a6b78a58debf9983db;7ed74be8eff2202f8bc18a28c18dfd8d317acd2b15f4f1970d845ccb939325ce;665ccd059102e0b58b63fe2b9e97abb574dbbc1ff00426e2c4c54a5a9d10f3cc;7ed74be8eff2202f8bc18a28c18dfd8d317acd2b15f4f1970d845ccb939325ce;665ccd059102e0b58b63fe2b9e97abb574dbbc1ff00426e2c4c54a5a9d10f3cc;2e2a02fc76d2a645f5dc4083ce48b86853f77dab75b6c9a6b78a58debf9983db,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G4_L1_C4,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G4,L1,C4,42049,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G4_L1_C4_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G4_L1_C4_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G4_L1_C4_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G4_L1_C4_meta.json,2100,2970,49cd02047d51a2b60152110c2d7b306619b393b308d4ef9702e74e2297a76a0c,9443c2553431bca7cdf0709fafcc9b3ca479074db00ca5c102a50668c51b0331,A13;A21;A32;A04;A04;A32;A21;A13,7ed74be8eff2202f8bc18a28c18dfd8d317acd2b15f4f1970d845ccb939325ce;665ccd059102e0b58b63fe2b9e97abb574dbbc1ff00426e2c4c54a5a9d10f3cc;d470f84274efd217a6b1b6a49f5bcdd57b714eb579e0af87157c1ad2db9a9276;2e2a02fc76d2a645f5dc4083ce48b86853f77dab75b6c9a6b78a58debf9983db;2e2a02fc76d2a645f5dc4083ce48b86853f77dab75b6c9a6b78a58debf9983db;d470f84274efd217a6b1b6a49f5bcdd57b714eb579e0af87157c1ad2db9a9276;665ccd059102e0b58b63fe2b9e97abb574dbbc1ff00426e2c4c54a5a9d10f3cc;7ed74be8eff2202f8bc18a28c18dfd8d317acd2b15f4f1970d845ccb939325ce,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G4_L2_C5,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G4,L2,C5,42050,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G4_L2_C5_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G4_L2_C5_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G4_L2_C5_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G4_L2_C5_meta.json,2100,2970,cfc0bbd335a8e8bc8b291e6586ea805f4bd879e37bb58dde244533ebcb9e4efd,be1cbb08f007d1a5d97f5f5f6b7fd7a8b77950726cf41a42022770dfdbf91f37,A04;A21;A32;A21;A13;A13;A32;A04,2e2a02fc76d2a645f5dc4083ce48b86853f77dab75b6c9a6b78a58debf9983db;665ccd059102e0b58b63fe2b9e97abb574dbbc1ff00426e2c4c54a5a9d10f3cc;d470f84274efd217a6b1b6a49f5bcdd57b714eb579e0af87157c1ad2db9a9276;665ccd059102e0b58b63fe2b9e97abb574dbbc1ff00426e2c4c54a5a9d10f3cc;7ed74be8eff2202f8bc18a28c18dfd8d317acd2b15f4f1970d845ccb939325ce;7ed74be8eff2202f8bc18a28c18dfd8d317acd2b15f4f1970d845ccb939325ce;d470f84274efd217a6b1b6a49f5bcdd57b714eb579e0af87157c1ad2db9a9276;2e2a02fc76d2a645f5dc4083ce48b86853f77dab75b6c9a6b78a58debf9983db,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_train_G4_L1_C6,synthetic,train,asset_identity_disjoint,mixed_F1_F2_F3_F4,G4,L1,C6,42051,,datos/sinteticos_identidad_v2/imagenes/idv2_train_G4_L1_C6_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_train_G4_L1_C6_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_train_G4_L1_C6_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_train_G4_L1_C6_meta.json,2100,2970,a87ba938173310e583e976c5d6bcdf8eb22be0e2b848edf519bf9ee2bb62e1aa,76389bd7ffeb12a95a39ca72009c133f7176a45cd7ee1ca5494142d3c21c0a9f,A04;A32;A32;A21;A13;A04;A13;A21,2e2a02fc76d2a645f5dc4083ce48b86853f77dab75b6c9a6b78a58debf9983db;d470f84274efd217a6b1b6a49f5bcdd57b714eb579e0af87157c1ad2db9a9276;d470f84274efd217a6b1b6a49f5bcdd57b714eb579e0af87157c1ad2db9a9276;665ccd059102e0b58b63fe2b9e97abb574dbbc1ff00426e2c4c54a5a9d10f3cc;7ed74be8eff2202f8bc18a28c18dfd8d317acd2b15f4f1970d845ccb939325ce;2e2a02fc76d2a645f5dc4083ce48b86853f77dab75b6c9a6b78a58debf9983db;7ed74be8eff2202f8bc18a28c18dfd8d317acd2b15f4f1970d845ccb939325ce;665ccd059102e0b58b63fe2b9e97abb574dbbc1ff00426e2c4c54a5a9d10f3cc,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_val_L1_C1,synthetic,val,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L1,C1,42052,,datos/sinteticos_identidad_v2/imagenes/idv2_val_L1_C1_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_val_L1_C1_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_val_L1_C1_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_val_L1_C1_meta.json,2100,2970,d67c6ad8be1ca9a3831d3e80e36fc1b2d25634efe77fa90ced217d0eef3b4f53,2a2a73de8454ecdc1b5eedde83e7986128d4630d6e35b3b926e0ee6e22b8a997,A29;A09;A20;A24;A14;A27;A02;A07,edc864d6f70dc1d7b7fc4236bfb14f3886c17375153a64a99b5662bfe7430e40;0098fb03f8853d4af49b8f4279692bcb3c18839c44158ede35bc0f46f7f5ed74;c19096cc6e04bdd9bb625d2040f88ac91635f5c3ffce621d19d15f9368b2b084;037f3c007c8237fcd6be76045d80eb49db8803a994a7665181750efd6dba01d9;16449cc1ca936edc61e62d4923e4560a194693222217a0ccc5511a08f2fb02d9;8517486f4e20f2096870c1a50b9b9d26ee494eda0cea746939a3cd0f3aac8970;84340707363b83754b8c0636f0a44e8394e442fee4146d7006573e8212821c1d;22e1bedef5d128ac67f4dbe31572df3b82819ca4ecd9ef4f6eb13fb137ed362b,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_val_L1_C2,synthetic,val,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L1,C2,42053,,datos/sinteticos_identidad_v2/imagenes/idv2_val_L1_C2_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_val_L1_C2_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_val_L1_C2_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_val_L1_C2_meta.json,2100,2970,50cfe4c7ec1bc3c7066f87cc9123a519098b20a1ea35de576a22ced2205a6d21,6161cc1cfa487742a6ffa680d9d972067dea1541fec0d15e2aa960a8c16292a4,A09;A27;A14;A24;A20;A29;A07;A02,0098fb03f8853d4af49b8f4279692bcb3c18839c44158ede35bc0f46f7f5ed74;8517486f4e20f2096870c1a50b9b9d26ee494eda0cea746939a3cd0f3aac8970;16449cc1ca936edc61e62d4923e4560a194693222217a0ccc5511a08f2fb02d9;037f3c007c8237fcd6be76045d80eb49db8803a994a7665181750efd6dba01d9;c19096cc6e04bdd9bb625d2040f88ac91635f5c3ffce621d19d15f9368b2b084;edc864d6f70dc1d7b7fc4236bfb14f3886c17375153a64a99b5662bfe7430e40;22e1bedef5d128ac67f4dbe31572df3b82819ca4ecd9ef4f6eb13fb137ed362b;84340707363b83754b8c0636f0a44e8394e442fee4146d7006573e8212821c1d,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_val_L1_C3,synthetic,val,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L1,C3,42054,,datos/sinteticos_identidad_v2/imagenes/idv2_val_L1_C3_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_val_L1_C3_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_val_L1_C3_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_val_L1_C3_meta.json,2100,2970,f52c775b23a51c31a1b11d64a143e0370b70b436dcb0f9a0919171e86fecef67,2d13a5934e45976778a75105d1a7dd951873511f8d1874dcfea72d7c4674ed0b,A24;A07;A29;A14;A09;A02;A27;A20,037f3c007c8237fcd6be76045d80eb49db8803a994a7665181750efd6dba01d9;22e1bedef5d128ac67f4dbe31572df3b82819ca4ecd9ef4f6eb13fb137ed362b;edc864d6f70dc1d7b7fc4236bfb14f3886c17375153a64a99b5662bfe7430e40;16449cc1ca936edc61e62d4923e4560a194693222217a0ccc5511a08f2fb02d9;0098fb03f8853d4af49b8f4279692bcb3c18839c44158ede35bc0f46f7f5ed74;84340707363b83754b8c0636f0a44e8394e442fee4146d7006573e8212821c1d;8517486f4e20f2096870c1a50b9b9d26ee494eda0cea746939a3cd0f3aac8970;c19096cc6e04bdd9bb625d2040f88ac91635f5c3ffce621d19d15f9368b2b084,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
idv2_val_L1_C4,synthetic,val,asset_identity_disjoint,mixed_F1_F2_F3_F4,,L1,C4,42055,,datos/sinteticos_identidad_v2/imagenes/idv2_val_L1_C4_rgb.png,datos/sinteticos_identidad_v2/mascaras/idv2_val_L1_C4_mask.png,datos/sinteticos_identidad_v2/instancias/idv2_val_L1_C4_instances.png,,,datos/sinteticos_identidad_v2/metadatos/idv2_val_L1_C4_meta.json,2100,2970,a42551fa7524a36903e445df131d37d74abae8bf9edbe93136ea492a515e0804,24b131baf6c5e1732d75c93c6d9e7db6e68e6a0b6d76d2f7fbe774ad111e2555,A14;A24;A27;A07;A20;A09;A29;A02,16449cc1ca936edc61e62d4923e4560a194693222217a0ccc5511a08f2fb02d9;037f3c007c8237fcd6be76045d80eb49db8803a994a7665181750efd6dba01d9;8517486f4e20f2096870c1a50b9b9d26ee494eda0cea746939a3cd0f3aac8970;22e1bedef5d128ac67f4dbe31572df3b82819ca4ecd9ef4f6eb13fb137ed362b;c19096cc6e04bdd9bb625d2040f88ac91635f5c3ffce621d19d15f9368b2b084;0098fb03f8853d4af49b8f4279692bcb3c18839c44158ede35bc0f46f7f5ed74;edc864d6f70dc1d7b7fc4236bfb14f3886c17375153a64a99b5662bfe7430e40;84340707363b83754b8c0636f0a44e8394e442fee4146d7006573e8212821c1d,generator_ground_truth_asset_identity_disjoint,"Familias semánticas compartidas; identidades, archivos y hashes de activo disjuntos entre splits."
